ID	course_code	SUBJ_DESC	COLL_DESC	DEPT_DESC	Long_Title	COURSE_DESC	Related_To_Data_Science
1100	MUP-655	Music Performance	College Visual/Performing Arts	School of Music	Orchestration	Advanced techniques in instrumental scoring for large ensembles such as orchestra, wind ensemble, and jazz ensemble. Historical and stylistic analysis of the art of orchestration. Additional practical exercises in scoring and arranging for small and large ensembles.	0
1101	MUP-661	Music Performance	College Visual/Performing Arts	School of Music	Entrepreneurial Career Development in Music	Focus on the entrepreneurship knowledge, skills, and career development to enable students to become the architect of his/her future.	0
1102	MUP-663	Music Performance	College Visual/Performing Arts	School of Music	History of Jazz	Chronological survey of jazz music and jazz history. Introduction to standard reference works and investigation of socio-cultural aspects.	0
1103	MUP-664	Music Performance	College Visual/Performing Arts	School of Music	Jazz Improvisation I	An introduction to jazz improvisation using modal forms, blues, and ii-V-I progressions.	0
1104	MUP-665	Music Performance	College Visual/Performing Arts	School of Music	Advanced Jazz Improvisation	Continuation of Jazz Improvisation I; focus on standards through contemporary jazz performers and composers.	0
1105	MUP-675	Music Performance	College Visual/Performing Arts	School of Music	Opera Performance Techniques	Techniques for the singer-actor; study of the materials and nature of music theatre; development of skills required in opera/musical theatre.	0
1106	MUP-683	Music Performance	College Visual/Performing Arts	School of Music	Instrumental Literature and Performance Practice	Survey of solo and chamber literature from the 17th century to the present. Emphasis on historical perspectives, development of instrumental genres, performance practices, listening, and general score analysis.	0
1107	MUP-697	Music Performance	College Visual/Performing Arts	School of Music	Directed Study in Music Performance	Supervised advanced research requiring a written document or composition.	0
1108	MUP-698	Music Performance	College Visual/Performing Arts	School of Music	Italian for Singers	Study of basic grammar/vocabulary required to understand/pronounce texts from Italian opera/songs. Compares standard and operatic grammatical syntax. Covers material sufficient for basic needs and social demands of the language.	0
1109	MUP-728	Music Performance	College Visual/Performing Arts	School of Music	Advanced Vocal Pedagogy	Practical application of proven pedagogical techniques in a supervised teaching situation.	0
1110	MUP-748	Music Performance	College Visual/Performing Arts	School of Music	Practicum in Instrumental Pedagogy	Provides advanced knowledge of and practical experience in instrumental pedagogy through an interdisciplinary approach in areas of anatomy, physiology, kinesiology, pathology, technology, psychology, and applied performance.	0
1111	MUP-750	Music Performance	College Visual/Performing Arts	School of Music	College Teaching: The Tenure Track	Issues related to teaching performing arts in higher education. Topics include curriculum design, teaching methods, evaluation, promotion, school/departmental structure, job searching/resume preparation, copyright, publication, etc.	0
1112	MUP-751	Music Performance	College Visual/Performing Arts	School of Music	Performance Studies	Performance studies instruction on principal instrument, voice, composition, or conducting.	0
1113	MUP-797	Music Performance	College Visual/Performing Arts	School of Music	Directed Study in Music Performance	Supervised advanced research requiring a written document or composition.	0
1114	MUS-602	Music Studies	College Visual/Performing Arts	School of Music	Seminar in Music Research and Writing	Musical bibliography encompassing a range of print and electronic sources and databases. Methods for researching and writing about music, including research papers, music criticism, and other genres.	0
1115	MUS-631	Music Studies	College Visual/Performing Arts	School of Music	Selected Topics in Ethnomusicology	Music traditions and current issues in the field of ethnomusicology. Topics may focus on geographical areas or theoretical/methodological issues.	0
1116	MUS-638	Music Studies	College Visual/Performing Arts	School of Music	Exploring Musical Cultures	This course is used for music-study trips.	0
1117	MUS-639	Music Studies	College Visual/Performing Arts	School of Music	Tonal Counterpoint	This course thoroughly examines the Five Species of 18th Century contrapunctual technique. It includes written and analytical assignments, culminating in creative projects: a two-part invention and a three-voice fugue.	0
1118	MUS-644	Music Studies	College Visual/Performing Arts	School of Music	Pedagogy of Music Theory	Survey of philosophies, curricula, course content, and teaching approaches for undergraduate courses in music theory and aural skills.	0
1119	MUS-655	Music Studies	College Visual/Performing Arts	School of Music	The Symphonic Tradition	Advanced study of symphonic styles and techniques from Baroque era to present.	0
1120	MUS-660	Music Studies	College Visual/Performing Arts	School of Music	Theory and Analysis of Rhythm	Survey of theories and analytical approaches regarding the temporal organization of music.	0
1121	MUS-662	Music Studies	College Visual/Performing Arts	School of Music	Schenkerian Analysis	Theories and analytical methods of Heinrich Schenker as applied to masterworks of the tonal repertory. Selected readings from Schenkerian literature.	0
1122	MUS-664	Music Studies	College Visual/Performing Arts	School of Music	Post-Tonal Theory	In-depth study of theoretical and analytical approaches to post-tonal music. Readings, analyses, papers, and presentations required.	0
1123	MUS-665	Music Studies	College Visual/Performing Arts	School of Music	History of Opera	Principal opera composers and styles from Monteverdi to the present; analytical study of selected major works.	0
